OBJECTID,HUC,WBID,DISTRICT,PLANNING_UNIT,GROUP_NUMBER,GROUP_NAME,WATERBODY_NAME,WATER_TYPE,CLASS,TARGET_PARAMETERS,BACTERIA,NUTRIENTS,METALS,BIOLOGY,FLORA,PESTICIDES,BACT_COUNT,NUTRIENTS_COUNT,METALS_COUNT,BIOLOGY_COUNT,FLORA_COUNT,PESTICIDES_COUNT,FIELD_PARAMETERS,TRACERS_COUNT,MARKERS_COUNT,TRACERS,MARKERS,SHAPEAREA,SHAPELEN
340,03090204,3258D3,SD,Estero Bay,Group 1,Everglades West Coast,ESTERO RIVER,STREAM,3F,Biology,Yes,,,Yes,Yes,,3,0,0,1,1,0,Yes,0,0,,,151739090.249703,77549.6148390521
341,03080201,2674,CD,Halifax River,Group 5,Upper East Coast,SPRUCE CREEK,STREAM,3F,"Flora, Metals, Pesticides",Yes,Yes,Yes,,Yes,Yes,5,2,8,0,1,4,Yes,0,0,,,45774211.394975,36669.9192035873
342,03080201,2580C,NED,Pellicer Creek,Group 5,Upper East Coast,PELLICER CREEK,STREAM,3F,"Microbiology, Nutrients",Yes,Yes,,,,,5,5,0,0,0,0,Yes,1,0,Yes,,886168.4993875,5027.82356542185
343,03080201,2577,NED,Pellicer Creek,Group 5,Upper East Coast,PRINGLE BRANCH,STREAM,3F,"Microbiology, Nutrients",Yes,Yes,,,,,5,5,0,0,0,0,Yes,2,0,Yes,,59764043.905325,44488.6705321245
344,03090101,1619C,SWD,Lake Istokpoga,Group 4,Kissimmee River,LAKE LEONORE,LAKE,3F,"Biology, Nutrients",,Yes,,Yes,,,0,5,0,1,0,0,Yes,0,0,,,1607152.7338125,5092.31598362984
345,03090101,1685B,SWD,Lake Istokpoga,Group 4,Kissimmee River,REEDY CREEK,STREAM,3F,Microbiology,,,,,,,0,0,0,0,0,0,Yes,5,5,Yes,Yes,10215666.132575,16125.140027166
346,03140103,35A,NWD,Yellow River,Group 4,Pensacola,POND CREEK IN MCCLOUD BAY,STREAM,3F,"Biology, Flora, Microbiology",Yes,,,Yes,Yes,,5,0,0,1,1,0,Yes,3,0,Yes,,12934393.7507625,17142.0529267874
347,03090101,1573D,SWD,Upper Kissimmee,Group 4,Kissimmee River,WEOHYAKAPKA CREEK,STREAM,3F,Flora,Yes,,,,Yes,,4,0,0,0,1,0,Yes,0,0,,,6683042.0147,24077.2636462903
348,03080101,3154A,SED,Fort Drum Creek,Group 3,Upper St. Johns,FORT DRUM CREEK,STREAM,3F,"Dissolved Oxygen, Microbiology, Nutrients",Yes,Yes,,,,,5,5,0,0,0,0,Yes,0,0,,,142355681.392825,91139.2155046107
349,03090101,1761B,SD,Lake Istokpoga,Group 4,Kissimmee River,ARBUCKLE CREEK ABOVE MORGAN HOLE CREEK,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,0,0,,,42507758.894125,33830.928690129
350,03080101,2962C,CD,Lake Monroe,Group 2,Middle St. Johns,LAKE MINNIE,LAKE,3F,"Biology, Nutrients",,Yes,,Yes,,,0,5,0,1,0,0,Yes,0,0,,,168502.8253375,2124.18929624663
351,03140102,620,NWD,Choctawhatchee Bay,Group 3,Choctawhatchee - St. Andrew,DEER MOSS CREEK,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,0,0,,,8818956.210625,15835.1924659042
352,03140105,864A,NWD,Pensacola Bay,Group 4,Pensacola,WILLIAMS CREEK,STREAM,3F,Nutrients,Yes,Yes,,,,,2,5,0,0,0,0,Yes,3,0,Yes,,10526969.1215,14015.1372549758
353,03090206,3245A,SED,C-51,Group 3,Lake Worth Lagoon - Palm Beach Coast,OKEEHEELEE PARK,LAKE,3F,Biology,,Yes,,Yes,,,0,1,0,1,0,0,Yes,0,0,,,3430011.862,7422.34106757969
354,03090205,3235F,SD,West Caloosahatchee,Group 3,Caloosahatchee,POLLYWOG CREEK,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,5,5,Yes,Yes,76904862.3865875,49116.9679506248
355,03100201,1971,SD,Sarasota Bay,Group 3,Sarasota Bay - Peace - Myakka,CLARK LAKE,LAKE,3F,Biology,,Yes,Yes,Yes,,,0,1,1,1,0,0,Yes,1,1,Yes,Yes,271541.1608,6958.9980276701
356,03100101,1950A,SD,Middle Peace River,Group 3,Sarasota Bay - Peace - Myakka,JOSHUA CREEK ABOVE PEACE RIVER,STREAM,3F,"Flora, Microbiology",Yes,Yes,Yes,,Yes,Yes,4,1,1,0,1,1,Yes,1,0,Yes,,88092774.2008968,67039.6399166371
357,03140105,444,NWD,Pensacola Bay,Group 4,Pensacola,SPENCER FIELD DRAIN,STREAM,3F,"Biology, Dissolved Oxygen, Microbiology",Yes,,Yes,,,,5,0,5,1,1,0,Yes,0,0,,,17611180.3269,19808.9944396005
358,03140105,893,NWD,Pensacola Bay,Group 4,Pensacola,DIRECT RUNOFF TO BAY,ESTUARY,3M,"Dissolved Oxygen, Microbiology, Nutrients, Pesticides",Yes,Yes,Yes,,,Yes,1,6,6,0,0,6,Yes,0,6,,Yes,34476670.1410375,70902.8674593342
359,03100201,1951A,SD,Sarasota Bay,Group 3,Sarasota Bay - Peace - Myakka,ISLAND PARK BOAT BASIN,ESTUARY,3M,Nutrients,Yes,Yes,Yes,,,,5,5,5,0,0,0,Yes,0,0,,,771535.7332625,5228.92891723247
360,03090205,3240L,SD,Caloosahatchee Estuary,Group 3,Caloosahatchee,POWELL CREEK,STREAM,3F,Flora,Yes,Yes,,,Yes,,4,1,0,0,1,0,Yes,0,0,,,30136925.3009125,38347.0652686106
361,03090205,3240J,SD,Orange River,Group 3,Caloosahatchee,BILLY CREEK,ESTUARY,3M,Microbiology,,,,,,,0,0,0,0,0,0,Yes,24,24,Yes,Yes,27932586.39275,25298.3748296003
362,03140203,226,NWD,Choctawhatchee River,Group 3,Choctawhatchee - St. Andrew,CASSIDY LAKE,LAKE,3F,Nutrients,,Yes,,,,,0,5,0,0,0,0,Yes,0,0,,,1377809.82135,4715.44669991059
363,03130011,1272,NWD,Apalachicola River,Group 2,Apalachicola - Chipola,HORSESHOE CREEK,STREAM,3F,Floral,,Yes,,,Yes,,0,1,0,0,1,0,Yes,0,0,,,22393085.80895,20057.5951610034
364,03140104,356,NWD,Blackwater River,Group 4,Pensacola,BUCKET BRANCH,STREAM,3F,"Biology, Dissolved Oxygen, Microbiology",Yes,Yes,Yes,Yes,Yes,,6,5,5,1,1,0,Yes,0,0,,,3662734.6950875,9953.4258216219
365,03100101,1549B2,SWD,Upper Peace River,Group 3,Sarasota Bay - Peace - Myakka,LITTLE BANANA LAKE,LAKE,3F,Biology,,Yes,,Yes,,,0,4,0,1,0,0,Yes,0,0,,,211119.0863625,2635.42748527761
366,03100101,14922,SWD,Upper Peace River,Group 3,Sarasota Bay - Peace - Myakka,LAKE JOE,LAKE,3F,Biology,,Yes,,Yes,,,0,1,0,1,0,0,Yes,0,0,,,44757.0217125,793.696500751795
367,03100101,1501Z,SWD,Upper Peace River,Group 3,Sarasota Bay - Peace - Myakka,LAKE WHISTLER,LAKE,3F,Nutrients,,Yes,,,,,0,5,0,0,0,0,Yes,0,0,,,311633.0259625,2130.55386801392
368,03090101,1860G,SD,Lake Istokpoga,Group 4,Kissimmee River,LITTLE LAKE JACKSON,LAKE,3F,Nutrients,,Yes,,,,,0,6,0,0,0,0,Yes,0,0,,,555770.9237,3102.48768245554
369,03140101,795A,NWD,St. Andrews Bay,Group 3,Choctawhatchee - St. Andrew,CRYSTAL LAKE,LAKE,3F,Biology,Yes,Yes,Yes,Yes,,,15,5,5,1,0,0,Yes,0,0,,,693138.47485,2981.42423585174
370,03100206,1516F,SWD,Coastal Old Tampa Bay Tributary,Group 1,Tampa Bay,WHITE TROUT LAKE,LAKE,3F,Nutrients,,Yes,,,,,0,5,0,0,0,0,Yes,0,0,,,306784.8623125,3244.50422312215
371,03100204,1568,SWD,Alafia River,Group 2,Tampa Bay Tributaries,HOWELL BRANCH,STREAM,3F,"Flora, Microbiology",Yes,Yes,,,Yes,,6,1,0,0,1,0,Yes,1,1,Yes,Yes,23644181.9968375,26680.3222886191
372,03080101,2997U,CD,Lake Jesup,Group 2,Middle St. Johns,LAKE PARK,LAKE,3F,Nutrients,,Yes,,,,,0,5,0,0,0,0,Yes,0,0,,,136987.9036375,1424.25222389785
373,03080101,2997V,CD,Lake Jesup,Group 2,Middle St. Johns,LAKE GEM (ORANGE COUNTY),LAKE,3F,Nutrients,,Yes,,,,,0,5,0,0,0,0,Yes,0,0,,,34677.2916375,700.059079526678
374,03080101,3108B,CD,St. Johns Marsh,Group 3,Upper St. Johns,C-40 (SIXMILE MARSH),STREAM,1,Nutrients,Yes,Yes,,,,,4,2,0,0,0,0,Yes,0,0,,,57902403.1104875,36024.9829744959
375,03080203,3135A,CD,South Central Indian River Lagoon,Group 5,Indian River Lagoon,C-54 CANAL AT CONFLUENCE WITH ST. SEBASTIAN RIVER,ESTUARY,3M,"Dissolved Oxygen, Nutrients",Yes,Yes,,,,,10,5,0,0,0,0,Yes,0,0,,,5363779.5035375,12478.3654132219
376,03140203,350,NWD,Choctawhatchee River,Group 3,Choctawhatchee - St. Andrew,BAY BRANCH,STREAM,3F,"Biology, Dissolved Oxygen, Metals, Microbiology, Nutrients",Yes,Yes,Yes,Yes,Yes,,5,6,6,1,1,0,Yes,0,0,,,11640978.6539,20482.6185119538
377,03070204,2097G,NED,Middle St. Marys River,Group 4,Nassau - St. Marys,ST MARYS RIVER,STREAM,3F,"Metals, Nutrients",Yes,Yes,Yes,,,,5,5,10,0,0,0,Yes,0,0,,,28912961.077725,73427.3029643634
378,03070205,2130,NED,Nassau River,Group 4,Nassau - St. Marys,PLUMMER CREEK,ESTUARY,3M,"Dissolved Oxygen, Nutrients",,Yes,,,,,0,5,0,0,0,0,Yes,0,0,,,60860239.2277125,53048.127149647
379,03140106,542,NWD,Perdido River,Group 5,Perdido,REST AREA RUN,STREAM,3F,"Microbiology, Nutrients, Pesticides",Yes,Yes,Yes,,,Yes,5,10,10,0,0,6,Yes,0,0,,,7447966.0130375,13277.1351393265
380,03140103,429,NWD,Yellow River,Group 4,Pensacola,DEAD RIVER,STREAM,3F,"Biology, Dissolved Oxygen, Flora, Microbiology",Yes,,,Yes,Yes,,5,0,0,1,1,0,Yes,0,0,,,24887905.0215375,26739.566917509
381,03140102,432,NWD,Choctawhatchee Bay,Group 3,Choctawhatchee - St. Andrew,LITTLE ALAQUA CREEK,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,3,0,Yes,,48802199.1849375,48691.7565070205
382,03140103,321,NWD,Yellow River,Group 4,Pensacola,TITI CREEK,STREAM,3F,"Biology, Flora",Yes,,,Yes,Yes,,1,0,0,1,1,0,Yes,0,0,,,71158057.1061625,106450.290255861
383,03090202,3266A,SD,Interdrainage Area,Group 1,Everglades West Coast,C-139 ANNEX BASIN (L3 CANAL),STREAM,3F,"Dissolved Oxygen, Flora, Nutrients, Pesticides",Yes,Yes,,,Yes,Yes,6,5,0,0,1,5,Yes,0,0,,,76689410.0347445,41849.1888093955
384,03090202,3254,SED,Everglades Agricultural Area,Group 5,Everglades,HILLSBORO CANAL,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,0,0,,,328200870.996988,97316.1958322491
385,03080201,2470,NED,Tolomato River,Group 5,Upper East Coast,SOMBRERO CREEK,ESTUARY,2,"Microbiology, Nutrients",Yes,Yes,,,,,5,5,0,0,0,0,Yes,0,0,,,1490659.4874875,6097.38764247308
386,03080201,2363I1,NED,Tolomato River,Group 5,Upper East Coast,TOLOMATO RIVER,ESTUARY,3M,Dissolved Oxygen,Yes,Yes,Yes,,,,5,5,5,0,0,0,Yes,0,0,,,44794103.9945125,43920.5388480837
387,03080202,2939,CD,Mosquito Lagoon,Group 5,Indian River Lagoon,UNNAMED DITCHES,STREAM,3F,"Biology, Dissolved Oxygen",Yes,,,Yes,Yes,,4,0,0,1,1,0,Yes,0,0,,,13700164.3508375,18625.3896475625
388,03080201,2674A,CD,Halifax River,Group 5,Upper East Coast,SPRUCE CREEK,ESTUARY,3M,Microbiology,Yes,,,,,,4,0,0,0,0,0,Yes,2,0,Yes,,28774205.6123,46071.9057187494
389,03080201,2535B,NED,Matanzas River,Group 5,Upper East Coast,MOSES CREEK (FRESHWATER SEGMENT),STREAM,3F,Microbiology,Yes,,,,,,1,0,0,0,0,0,Yes,10,0,Yes,,37936377.799425,36188.4668570195
390,03140203,123,NWD,Choctawhatchee River,Group 3,Choctawhatchee - St. Andrew,ALLIGATOR CREEK,STREAM,3F,"Biology, Dissolved Oxygen, Metals, Nutrients",,Yes,Yes,Yes,Yes,,0,5,5,1,1,0,Yes,0,0,,,108695092.241263,123573.905728131
391,03140305,10B,NWD,Escambia River,Group 4,Pensacola,ESCAMBIA RIVER,STREAM,3F,"Biology, Metals",,Yes,Yes,Yes,Yes,,0,5,5,1,1,0,Yes,0,0,,,12667967.2231375,22065.2019545731
392,03140103,145,NWD,Yellow River,Group 4,Pensacola,LAKE KARICK,LAKE,3F,Nutrients,,Yes,Yes,,,,0,5,5,0,0,0,Yes,0,0,,,247293.446125,4731.34064027471
393,03070204,2247A,NED,Upper St. Marys River,Group 4,Nassau - St. Marys,ST MARYS RIVER (SOUTH PRONG),STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,3,0,Yes,,27620242.1862125,52345.1140233569
394,03100101,1995,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,MYRTLE SLOUGH,STREAM,1,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,2,2,Yes,Yes,62621088.1167315,47234.0745102338
395,03090202,3252B,SED,Water Conservation Area 1,Group 5,Everglades,WCA 1 (NORTH SECTOR),STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,0,0,,,71769498.4382625,41294.5073353989
396,03110102,3402,NED,Econfina,Group 1,Suwannee,ECONFINA RIVER,STREAM,3F,Metals,Yes,,Yes,,,,5,0,5,0,0,0,Yes,0,0,Yes,,342581948.882414,249955.689753395
397,03110201,3401,NED,Upper Suwannee,Group 1,Suwannee,CAMP BRANCH,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,0,0,,,22289838.899025,29235.5220238552
398,03140101,1141A,NWD,St. Andrews Bay,Group 3,Choctawhatchee - St. Andrew,PARKER CREEK,STREAM,3F,"Biology, Dissolved Oxygen, Microbiology",Yes,Yes,,Yes,Yes,,5,5,0,1,1,0,Yes,5,5,Yes,Yes,12444969.85685,17270.4229684459
399,03140101,1136,NWD,St. Andrews Bay,Group 3,Choctawhatchee - St. Andrew,WATSON BAYOU,ESTUARY,3M,"Microbiology, Nutrients",Yes,Yes,,,,,5,5,0,0,0,0,Yes,0,0,,,17272126.1891375,20879.0926340078
400,03140102,646,NWD,Choctawhatchee Bay,Group 3,Choctawhatchee - St. Andrew,LAFAYETTE CREEK,STREAM,3F,Microbiology,Yes,,Yes,,,,5,0,3,0,0,0,Yes,0,0,,,50482627.5591375,54593.1318634381
401,03130012,51F,NWD,Chipola River,Group 2,Apalachicola - Chipola,DEAD LAKES (WEST ARM),LAKE,3F,"Biology, Dissolved Oxygen, Nutrients",,Yes,,Yes,,,0,5,0,1,0,0,Yes,0,0,,,1321817.68795,13543.8061528126
402,03140101,553Y,NWD,St. Andrews Bay,Group 3,Choctawhatchee - St. Andrew,WILLIFORD SPRING,SPRING,1,Nutrients,,Yes,,,,,0,5,0,0,0,0,Yes,0,0,,,72590.1635375,956.303341292714
403,03090205,3240H,SD,Caloosahatchee Estuary,Group 3,Caloosahatchee,WHISKEY CREEK (WYOUA CREEK),STREAM,3F,Flora,Yes,Yes,,,Yes,,3,1,0,0,1,0,Yes,0,0,,,29982499.0504,28038.7824227978
404,03090206,3194B,SED,North St. Lucie,Group 2,St. Lucie - Loxahatchee,ST LUCIE RIVER (NORTH FORK),ESTUARY,3M,"Metals, Microbiology, Pesticides",Yes,,Yes,,,Yes,10,0,10,0,0,5,Yes,0,0,,,76225507.3211375,45585.4362180879
405,03100101,2041B,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,SHELL CREEK RESERVOIR (HAMILTON RESERVOIR),LAKE,1,Biology,,Yes,Yes,Yes,,,0,1,1,1,0,0,Yes,1,0,Yes,,12046104.206475,21775.5387498592
406,03100103,2082C,SD,Pine Island,Group 2,Charlotte Harbor,GATOR SLOUGH CANAL,STREAM,3F,"Flora, Microbiology",Yes,Yes,,,Yes,,4,2,0,0,2,0,Yes,0,0,,,93780370.59905,42335.5537945298
407,03090204,3258F,SD,Estero Bay,Group 1,Everglades West Coast,OAK CREEK,STREAM,3F,Microbiology,Yes,Yes,,,,,1,5,0,0,0,0,Yes,6,5,Yes,Yes,16498788.2486042,19026.2375165926
408,03140101,1148,NWD,St. Andrews Bay,Group 3,Choctawhatchee - St. Andrew,SANDY BRANCH,STREAM,3F,"Dissolved Oxygen, Microbiology, Nutrients",Yes,Yes,,,Yes,,11,5,0,0,1,0,Yes,0,0,,,10348022.7164125,18564.3401250045
409,03140101,555,NWD,St. Andrews Bay,Group 3,Choctawhatchee - St. Andrew,GAP LAKE,LAKE,3F,Biology,Yes,Yes,,Yes,,,4,1,0,1,0,0,Yes,0,0,,,2083121.7576875,9611.76789911228
410,03140203,227,NWD,Choctawhatchee River,Group 3,Choctawhatchee - St. Andrew,HOOD LAKE,LAKE,3F,Biology,,Yes,,Yes,,,0,1,0,1,0,0,Yes,0,0,,,835093.3618875,7826.58970296065
411,03080101,2982,CD,Lake Jesup,Group 2,Middle St. Johns,PHELPS CREEK,STREAM,3F,"Biology, Microbiology",Yes,,,Yes,Yes,,6,0,0,1,1,0,Yes,0,0,,,15011767.9386125,22756.6679444383
412,03140102,468A,NWD,Choctawhatchee Bay,Group 3,Choctawhatchee - St. Andrew,JUNIPER CREEK,STREAM,3F,Microbiology,Yes,,,,,,5,0,0,0,0,0,Yes,3,0,Yes,,3617318.3534625,11905.0302647041
413,03140305,10A,NWD,Escambia River,Group 4,Pensacola,ESCAMBIA RIVER,STREAM,3F,"Biology, Metals, Nutrients",Yes,Yes,Yes,Yes,Yes,,5,5,5,1,1,0,Yes,0,0,,,36161127.4844125,47015.5131050787
414,03140105,738,NWD,Pensacola Bay,Group 4,Pensacola,TEXAR BAYOU,ESTUARY,3M,"Metals, Nutrients",Yes,Yes,Yes,,,,5,10,10,0,0,0,Yes,10,0,Yes,,21520423.9289,25717.4845672277
415,03140103,30C,NWD,Yellow River,Group 4,Pensacola,YELLOW RIVER,STREAM,3F,"Biology, Microbiology",Yes,,Yes,Yes,Yes,,6,0,5,1,1,0,Yes,2,0,Yes,,13543350.86225,19568.8900781865
416,03140106,494,NWD,Perdido River,Group 5,Perdido,MUSCOGEE CREEK,STREAM,3F,Metals,Yes,,Yes,,,,5,0,4,0,0,0,Yes,0,0,,,19842726.2463875,23378.6395839051
417,03140102,495,NWD,Choctawhatchee Bay,Group 3,Choctawhatchee - St. Andrew,TURKEY CREEK,STREAM,3F,Microbiology,Yes,,,,,,4,0,0,0,0,0,Yes,3,0,Yes,,49102618.7925125,49218.3147861593
418,03140107,489A,NWD,Perdido Bay,Group 5,Perdido,TENMILE CREEK,STREAM,3F,Microbiology,Yes,,Yes,,,,5,0,10,0,0,0,Yes,0,0,,,11229896.784275,15274.9429272591
419,03080101,2981A,CD,Lake Monroe,Group 2,Middle St. Johns,LAKE JESUP NEAR ST JOHNS RIVER,LAKE,3F,Nutrients,,Yes,,,,,0,2,0,0,0,0,Yes,0,0,,,151708.1881875,4292.18264433969
420,03080101,2994A,CD,Lake Jesup,Group 2,Middle St. Johns,GEE CREEK,STREAM,3F,"Biology, Microbiology, Pesticides",Yes,,,,,Yes,5,0,0,1,1,6,Yes,0,0,,,25966889.9235125,34859.887838271
421,03080101,3161,SED,Fort Drum Creek,Group 3,Upper St. Johns,SWEETWATER BRANCH,STREAM,3F,Microbiology,Yes,,,,,,4,0,0,0,0,0,Yes,5,0,Yes,,13327959.722675,22454.7737572597
422,03080101,3029,CD,Tosohatchee,Group 3,Upper St. Johns,BIRD LAKE TRIBUTARIES,STREAM,3F,Nutrients,Yes,Yes,,,,,1,5,0,0,0,0,Yes,0,0,,,21657839.0788,31402.6998450058
423,03080201,2553,NED,Pellicer Creek,Group 5,Upper East Coast,CRACKER BRANCH,STREAM,3F,"Dissolved Oxygen, Nutrients",,Yes,,,,,0,5,0,0,0,0,Yes,0,0,,,36202200.1908125,35064.0198993166
424,03080103,2213P2,NED,Ortega River,Group 2,Lower St. Johns,CEDAR RIVER,ESTUARY,3M,"Metals, Microbiology, Nutrients",Yes,Yes,Yes,,,,5,5,5,0,0,0,Yes,0,0,,,5537928.6323125,12776.2688794059
425,03100101,1539G,SWD,Upper Peace River,Group 3,Sarasota Bay - Peace - Myakka,LAKE GORDON,LAKE,3F,"Biology, Dissolved Oxygen, Nutrients",,Yes,,Yes,,,0,5,0,1,0,0,Yes,0,0,,,95491.2646,1143.2207958289
426,03090202,8069,SD,Everglades National Park,Group 5,Everglades,"GULF OF MEXICO (EVERGLADES NATIONAL PARK; CAPE SABLE)",COASTAL,2,Nutrients,Yes,Yes,,,,,5,6,0,0,0,0,Yes,0,0,,,91673796.2034875,57794.8840880537
427,03090202,8067,SD,Everglades National Park,Group 5,Everglades,GULF OF MEXICO (EVERGLADES NATIONAL PARK),COASTAL,2,Nutrients,Yes,Yes,,,,,5,6,0,0,0,0,Yes,0,0,,,112513861.276375,85761.2671805247
428,03090101,3209,SD,Lower Kissimmee,Group 4,Kissimmee River,KISSIMMEE RIVER,STREAM,3F,"Dissolved Oxygen, Nutrients",Yes,Yes,,,Yes,,5,5,0,0,1,0,Yes,4,0,Yes,,66876429.8106875,49168.3477482224
429,03090101,1932G,SD,Lake Placid,Group 4,Kissimmee River,LAKE APTHORPE,LAKE,3F,Nutrients,,Yes,,,,,0,5,0,0,0,0,Yes,0,0,,,875961.466175,5475.60323935138
430,03080101,2990,CD,Lake Jesup,Group 2,Middle St. Johns,SALT CREEK,STREAM,3F,"Microbiology, Pesticides",Yes,,,,,Yes,6,0,0,0,0,5,Yes,0,0,,,14685045.827125,26234.4166970345
431,03080101,3133,CD,Blue Cypress Creek,Group 3,Upper St. Johns,BLUE CYPRESS CREEK,STREAM,1,"Biology, Flora",Yes,,,Yes,Yes,,10,0,0,1,1,0,Yes,0,0,,,83440067.394425,83362.6815815152
432,03080201,2551A,NED,Pellicer Creek,Group 5,Upper East Coast,STEVENS BRANCH,STREAM,3F,"Microbiology, Nutrients",Yes,Yes,,,,,5,10,0,0,0,0,Yes,4,0,Yes,,35034397.35835,42527.8056171413
433,03080101,3024,CD,Econlockhatchee River,Group 2,Middle St. Johns,LAKE DOWNEY,LAKE,3F,Nutrients,,Yes,,,,,0,5,0,0,0,0,Yes,0,0,,,72320.5364625,966.9845994253
434,03090101,1472C,SWD,Upper Kissimmee,Group 4,Kissimmee River,DEAD RIVER,STREAM,3F,"Dissolved Oxygen, Nutrients, Pesticides",Yes,Yes,,,,Yes,1,4,0,0,0,4,Yes,0,0,,,10047226.9284875,15190.3418450011
435,03090103,3206,SD,Northwest Lake Okeechobee,Group 4,Fisheating Creek,INDIAN PRAIRIE CANAL,STREAM,3F,"Nutrients, Pesticides",,Yes,,,,Yes,0,7,0,0,0,7,Yes,0,0,,,150982573.366863,84268.4846768146
436,03080101,3084,CD,Jane Green Creek,Group 3,Upper St. Johns,JANE GREEN CREEK,STREAM,3F,"Biology, Dissolved Oxygen, Flora",Yes,,,Yes,Yes,,5,0,0,1,1,0,Yes,0,0,,,37672078.273225,33552.8983273229
437,03140101,686,NWD,St. Andrews Bay,Group 3,Choctawhatchee - St. Andrew,THE DEADENINGS (HAMLIN LAKE),LAKE,3F,Biology,Yes,Yes,,Yes,,,5,1,0,1,0,0,Yes,0,0,,,1189606.9556875,12304.6348996172
438,03130011,375B,NWD,Apalachicola River,Group 2,Apalachicola - Chipola,APALACHICOLA RIVER,STREAM,3F,Nutrients,Yes,Yes,Yes,,,,5,5,5,0,0,0,Yes,0,0,,,18989505.5286625,18645.4285892962
439,03090204,3258X,SD,Estero Bay,Group 1,Everglades West Coast,THE LAKES PARK,LAKE,3F,Biology,,Yes,Yes,Yes,,,0,1,1,1,0,0,Yes,1,0,Yes,,12130981.3083,15236.3919960582
440,03100201,2078B,SD,Lemon Bay,Group 2,Charlotte Harbor,CORAL CREEK (EAST BRANCH),ESTUARY,2,"Microbiology, Nutrients",Yes,Yes,,,,,6,11,0,0,0,0,Yes,0,0,,,10926695.5795625,15632.4594721385
441,03140105,833,NWD,Pensacola Bay,Group 4,Pensacola,TOM KING CREEK,STREAM,3F,Microbiology,Yes,,,,,,1,0,0,0,0,0,Yes,5,0,Yes,,13041881.174925,15307.2408782313
442,03090101,1938A,SD,Lake Placid,Group 4,Kissimmee River,LAKE JUNE IN WINTER,LAKE,3F,Nutrients,,Yes,,,,,0,5,0,0,0,0,Yes,4,0,Yes,,14955760.1826125,21930.3772165842
443,03090102,3203B,SED,NHLMS Complex,Group 1,Lake Okeechobee,MOSQUITO CREEK,STREAM,3F,"Flora, Microbiology",Yes,Yes,,,Yes,,5,2,0,0,2,0,Yes,0,0,,,32742142.3743625,28704.2716621867
444,03090102,3203C,SED,TOL Complex,Group 1,Lake Okeechobee,L-63 CANAL,STREAM,3F,Flora,Yes,Yes,,,Yes,,5,1,0,0,1,0,Yes,0,0,,,26327147.6945875,29381.2937134551
445,03090102,3205C1,SED,CTP Complex,Group 1,Lake Okeechobee,LEMKIN CREEK,STREAM,3F,"Dissolved Oxygen, Microbiology, Nutrients",Yes,Yes,,,Yes,,5,10,0,0,1,0,Yes,0,0,,,60879539.5139625,33980.505781539
446,03100207,1508B,SWD,Anclote River / Coastal Pinellas County,Group 5,Springs Coast,LAKE INNISBROOK,LAKE,3F,Nutrients,,Yes,,,,,0,6,0,0,0,0,Yes,0,0,,,190357.6092,1983.6085191616
447,03140104,11A,NWD,Blackwater River,Group 4,Pensacola,WEST FORK,STREAM,3F,Nutrients,Yes,Yes,,,,,5,10,0,0,0,0,Yes,0,0,,,39809112.6453375,33269.8372626756
448,03140107,697A,NWD,Perdido Bay,Group 5,Perdido,CRESCENT LAKE,LAKE,3F,Biology,,Yes,,Yes,,,0,1,0,1,0,0,Yes,0,0,,,329443.75735,5871.093034407
449,03140102,658,NWD,Choctawhatchee Bay,Group 3,Choctawhatchee - St. Andrew,SHAW STILL BRANCH,STREAM,3F,Microbiology,Yes,,,,,,3,0,0,0,0,0,Yes,1,1,Yes,Yes,2851679.434675,9142.26084134733
450,03140105,676,NWD,Pensacola Bay,Group 4,Pensacola,CARPENTER CREEK,STREAM,3F,Pesticides,Yes,Yes,,,,Yes,1,5,0,0,0,5,Yes,0,0,,,27370288.3717625,30665.7314619506
451,03090101,3192D,SD,Lower Kissimmee,Group 4,Kissimmee River,HICKORY HAMMOCK,STREAM,3F,Biology,Yes,,,Yes,Yes,Yes,1,0,0,1,1,1,Yes,0,1,,Yes,47240121.0603875,34690.0184248932
452,03090103,3198,SD,Northwest Lake Okeechobee,Group 4,Fisheating Creek,C-41A,STREAM,3F,Nutrients,Yes,Yes,,,,,4,6,0,0,0,0,Yes,2,0,Yes,,234118687.073763,90971.8367712533
453,03080101,3022,CD,Econlockhatchee River,Group 2,Middle St. Johns,BITHLO BRANCH,STREAM,3F,Biology,Yes,,,Yes,Yes,,5,0,0,1,1,0,Yes,0,0,,,6159232.6008875,14620.0408988856
